Year,Prefecture,Total,Young,Adult,Aging,
1970,北海道,5184,1309,3576,299,
1970,青森県,1428,397,940,90,
1970,岩手県,1371,362,909,100,
1970,宮城県,1819,449,1245,126,
1970,秋田県,1241,303,848,91,
1970,山形県,1226,288,833,105,
1970,福島県,1946,508,1283,155,
1970,茨城県,2144,534,1440,169,
1970,栃木県,1580,389,1070,121,
1970,群馬県,1659,397,1131,131,
1970,埼玉県,3866,1003,2665,199,
1970,千葉県,3367,846,2310,211,
1970,東京都,11408,2401,8417,591,
1970,神奈川県,5472,1302,3915,256,
1970,新潟県,2361,573,1597,190,
1970,富山県,1030,230,717,83,
1970,石川県,1002,235,685,82,
1970,福井県,744,178,499,67,
1970,山梨県,762,188,505,68,
1970,長野県,1957,450,1324,184,
1970,岐阜県,1759,427,1194,138,
1970,静岡県,3090,765,2106,218,
1970,愛知県,5386,1310,3769,308,
1970,三重県,1543,360,1044,138,
1970,滋賀県,890,205,605,79,
1970,京都府,2250,484,1588,178,
1970,大阪府,7620,1821,5406,394,
1970,兵庫県,4668,1097,3247,324,
1970,奈良県,930,213,643,74,
1970,和歌山県,1043,243,703,96,
1970,鳥取県,569,132,380,57,
1970,島根県,774,178,508,87,
1970,岡山県,1707,385,1156,166,
1970,広島県,2436,559,1677,201,
1970,山口県,1511,348,1026,137,
1970,徳島県,791,184,531,76,
1970,香川県,908,201,620,87,
1970,愛媛県,1418,343,942,133,
1970,高知県,787,172,525,90,
1970,福岡県,4027,943,2792,293,
1970,佐賀県,838,215,546,78,
1970,長崎県,1570,439,1002,129,
1970,熊本県,1700,430,1111,160,
1970,大分県,1156,280,766,110,
1970,宮崎県,1051,278,684,89,
1970,鹿児島県,1729,469,1086,174,
1970,沖縄県,0,0,0,0,
1971,北海道,5188,1302,3577,309,
1971,青森県,1428,396,939,93,
1971,岩手県,1364,356,905,103,
1971,宮城県,1837,449,1260,129,
1971,秋田県,1232,296,843,93,
1971,山形県,1218,281,830,107,
1971,福島県,1941,501,1283,157,
1971,茨城県,2180,540,1467,173,
1971,栃木県,1604,394,1087,124,
1971,群馬県,1676,402,1140,134,
1971,埼玉県,4063,1068,2788,206,
1971,千葉県,3520,896,2406,218,
1971,東京都,11472,2415,8451,607,
1971,神奈川県,5694,1369,4058,267,
1971,新潟県,2356,567,1593,195,
1971,富山県,1036,232,718,86,
1971,石川県,1011,239,688,84,
1971,福井県,747,178,501,68,
1971,山梨県,764,187,507,70,
1971,長野県,1966,453,1326,188,
1971,岐阜県,1778,434,1203,141,
1971,静岡県,3139,778,2136,224,
1971,愛知県,5520,1357,3846,317,
1971,三重県,1557,365,1050,141,
1971,滋賀県,908,211,616,81,
1971,京都府,2276,495,1598,183,
1971,大阪府,7789,1884,5496,409,
1971,兵庫県,4735,1121,3280,333,
1971,奈良県,959,221,661,77,
1971,和歌山県,1047,246,703,98,
1971,鳥取県,568,130,381,57,
1971,島根県,767,174,505,88,
1971,岡山県,1731,391,1169,170,
1971,広島県,2478,572,1701,205,
1971,山口県,1513,348,1025,140,
1971,徳島県,789,180,532,77,
1971,香川県,915,202,625,89,
1971,愛媛県,1420,344,940,136,
1971,高知県,785,172,522,91,
1971,福岡県,4052,948,2802,302,
1971,佐賀県,831,212,539,80,
1971,長崎県,1559,429,999,131,
1971,熊本県,1685,422,1098,165,
1971,大分県,1161,280,769,112,
1971,宮崎県,1046,275,680,91,
1971,鹿児島県,1708,456,1075,178,
1971,沖縄県,0,0,0,0,
1972,北海道,5205,1302,3580,323,
1972,青森県,1432,396,939,97,
1972,岩手県,1361,353,902,106,
1972,宮城県,1856,451,1273,133,
1972,秋田県,1228,290,841,97,
1972,山形県,1214,276,826,111,
1972,福島県,1941,497,1282,162,
1972,茨城県,2208,546,1484,178,
1972,栃木県,1625,401,1097,127,
1972,群馬県,1696,411,1146,138,
1972,埼玉県,4268,1141,2910,217,
1972,千葉県,3670,950,2494,228,
1972,東京都,11531,2433,8465,632,
1972,神奈川県,5896,1439,4175,282,
1972,新潟県,2355,564,1587,204,
1972,富山県,1044,236,718,90,
1972,石川県,1022,245,690,87,
1972,福井県,752,179,502,70,
1972,山梨県,767,187,508,72,
1972,長野県,1976,459,1324,194,
1972,岐阜県,1799,443,1211,145,
1972,静岡県,3182,793,2156,232,
1972,愛知県,5638,1408,3900,330,
1972,三重県,1574,373,1055,145,
1972,滋賀県,924,218,622,83,
1972,京都府,2312,510,1612,190,
1972,大阪府,7945,1953,5561,431,
1972,兵庫県,4806,1152,3307,347,
1972,奈良県,992,232,680,81,
1972,和歌山県,1053,249,703,102,
1972,鳥取県,569,129,382,59,
1972,島根県,764,172,503,89,
1972,岡山県,1749,398,1175,175,
1972,広島県,2525,591,1722,212,
1972,山口県,1519,351,1024,144,
1972,徳島県,789,178,532,79,
1972,香川県,924,205,628,91,
1972,愛媛県,1425,349,937,140,
1972,高知県,788,174,521,93,
1972,福岡県,4082,960,2807,314,
1972,佐賀県,826,211,532,83,
1972,長崎県,1551,422,993,135,
1972,熊本県,1678,417,1092,169,
1972,大分県,1161,283,763,115,
1972,宮崎県,1047,275,678,94,
1972,鹿児島県,1696,446,1067,183,
1972,沖縄県,969,324,578,68,
1973,北海道,5232,1308,3588,336,
1973,青森県,1437,397,941,99,
1973,岩手県,1361,350,901,110,
1973,宮城県,1883,456,1289,138,
1973,秋田県,1223,286,837,100,
1973,山形県,1212,272,825,115,
1973,福島県,1945,495,1282,168,
1973,茨城県,2246,559,1504,183,
1973,栃木県,1651,410,1109,131,
1973,群馬県,1719,421,1155,143,
1973,埼玉県,4474,1215,3032,228,
1973,千葉県,3833,1005,2588,239,
1973,東京都,11534,2439,8440,656,
1973,神奈川県,6072,1503,4273,297,
1973,新潟県,2359,563,1584,212,
1973,富山県,1053,240,719,93,
1973,石川県,1035,250,695,90,
1973,福井県,758,181,504,72,
1973,山梨県,770,187,509,74,
1973,長野県,1990,466,1324,201,
1973,岐阜県,1821,452,1220,149,
1973,静岡県,3231,810,2181,241,
1973,愛知県,5751,1454,3955,342,
1973,三重県,1591,381,1061,149,
1973,滋賀県,943,225,631,86,
1973,京都府,2348,524,1627,197,
1973,大阪府,8059,2006,5603,451,
1973,兵庫県,4872,1179,3333,360,
1973,奈良県,1028,244,700,85,
1973,和歌山県,1059,252,702,105,
1973,鳥取県,572,129,383,61,
1973,島根県,764,171,502,91,
1973,岡山県,1767,405,1182,180,
1973,広島県,2571,608,1744,219,
1973,山口県,1524,353,1024,148,
1973,徳島県,791,177,533,81,
1973,香川県,935,208,633,94,
1973,愛媛県,1431,353,935,143,
1973,高知県,791,177,519,95,
1973,福岡県,4125,974,2824,327,
1973,佐賀県,824,210,528,85,
1973,長崎県,1546,415,991,139,
1973,熊本県,1677,414,1089,174,
1973,大分県,1163,285,759,118,
1973,宮崎県,1052,276,679,97,
1973,鹿児島県,1693,440,1067,187,
1973,沖縄県,993,323,600,70,
1974,北海道,5279,1316,3611,352,
1974,青森県,1444,397,945,103,
1974,岩手県,1364,349,902,114,
1974,宮城県,1913,462,1308,144,
1974,秋田県,1222,282,836,104,
1974,山形県,1213,269,824,119,
1974,福島県,1955,494,1287,173,
1974,茨城県,2290,569,1531,189,
1974,栃木県,1676,419,1122,135,
1974,群馬県,1742,431,1162,149,
1974,埼玉県,4655,1277,3137,240,
1974,千葉県,3991,1056,2685,250,
1974,東京都,11519,2430,8409,680,
1974,神奈川県,6225,1554,4357,314,
1974,新潟県,2369,563,1586,220,
1974,富山県,1062,244,721,97,
1974,石川県,1049,255,700,93,
1974,福井県,764,182,508,74,
1974,山梨県,775,188,511,77,
1974,長野県,2005,474,1324,208,
1974,岐阜県,1842,460,1229,154,
1974,静岡県,3275,823,2201,250,
1974,愛知県,5847,1492,3998,357,
1974,三重県,1609,387,1068,154,
1974,滋賀県,965,233,643,89,
1974,京都府,2374,534,1637,203,
1974,大阪府,8160,2049,5640,471,
1974,兵庫県,4932,1200,3358,374,
1974,奈良県,1055,253,713,89,
1974,和歌山県,1064,254,702,109,
1974,鳥取県,575,129,384,62,
1974,島根県,765,170,502,93,
1974,岡山県,1788,412,1191,186,
1974,広島県,2607,623,1758,225,
1974,山口県,1532,355,1026,152,
1974,徳島県,792,175,534,83,
1974,香川県,947,211,639,97,
1974,愛媛県,1440,358,937,146,
1974,高知県,793,178,519,96,
1974,福岡県,4173,988,2845,339,
1974,佐賀県,826,210,528,88,
1974,長崎県,1550,410,997,143,
1974,熊本県,1685,413,1094,178,
1974,大分県,1169,287,761,121,
1974,宮崎県,1064,279,684,101,
1974,鹿児島県,1693,434,1067,191,
1974,沖縄県,1019,323,623,73,
1975,北海道,5338,1313,3659,367,
1975,青森県,1469,380,978,111,
1975,岩手県,1386,338,929,118,
1975,宮城県,1955,461,1344,150,
1975,秋田県,1232,274,849,109,
1975,山形県,1220,266,831,123,
1975,福島県,1971,474,1316,180,
1975,茨城県,2342,580,1566,196,
1975,栃木県,1698,414,1143,141,
1975,群馬県,1756,428,1174,154,
1975,埼玉県,4821,1341,3224,256,
1975,千葉県,4149,1100,2787,261,
1975,東京都,11674,2568,8372,733,
1975,神奈川県,6398,1633,4427,338,
1975,新潟県,2392,557,1606,229,
1975,富山県,1071,246,723,101,
1975,石川県,1070,258,714,98,
1975,福井県,774,183,513,78,
1975,山梨県,783,187,516,80,
1975,長野県,2018,464,1338,215,
1975,岐阜県,1868,463,1245,160,
1975,静岡県,3309,825,2223,261,
1975,愛知県,5924,1537,4011,376,
1975,三重県,1626,386,1080,160,
1975,滋賀県,986,238,655,92,
1975,京都府,2425,560,1647,217,
1975,大阪府,8279,2122,5656,501,
1975,兵庫県,4992,1225,3371,396,
1975,奈良県,1077,261,724,92,
1975,和歌山県,1072,252,709,112,
1975,鳥取県,581,128,388,65,
1975,島根県,769,168,505,96,
1975,岡山県,1814,417,1204,193,
1975,広島県,2646,633,1778,235,
1975,山口県,1555,356,1041,158,
1975,徳島県,805,178,541,87,
1975,香川県,961,214,646,101,
1975,愛媛県,1465,344,969,152,
1975,高知県,808,173,536,99,
1975,福岡県,4293,1003,2935,355,
1975,佐賀県,838,202,545,90,
1975,長崎県,1572,404,1019,149,
1975,熊本県,1715,397,1135,183,
1975,大分県,1190,275,790,126,
1975,宮崎県,1085,266,716,103,
1975,鹿児島県,1724,410,1115,199,
1975,沖縄県,1043,327,643,73,
1976,北海道,5394,1309,3699,386,
1976,青森県,1483,374,992,116,
1976,岩手県,1394,332,939,124,
1976,宮城県,1982,464,1363,156,
1976,秋田県,1238,268,857,114,
1976,山形県,1226,265,833,128,
1976,福島県,1982,465,1331,187,
1976,茨城県,2378,585,1590,202,
1976,栃木県,1715,416,1154,145,
1976,群馬県,1776,431,1186,160,
1976,埼玉県,4962,1387,3308,267,
1976,千葉県,4264,1133,2858,273,
1976,東京都,11664,2605,8292,767,
1976,神奈川県,6504,1675,4474,355,
1976,新潟県,2405,558,1609,238,
1976,富山県,1079,249,724,105,
1976,石川県,1082,262,718,102,
1976,福井県,780,183,515,81,
1976,山梨県,786,187,517,82,
1976,長野県,2032,468,1342,223,
1976,岐阜県,1889,467,1256,166,
1976,静岡県,3340,828,2241,270,
1976,愛知県,5989,1570,4030,389,
1976,三重県,1638,387,1087,164,
1976,滋賀県,1006,245,666,94,
1976,京都府,2452,575,1652,225,
1976,大阪府,8341,2156,5662,523,
1976,兵庫県,5034,1239,3385,410,
1976,奈良県,1100,269,736,95,
1976,和歌山県,1078,250,713,115,
1976,鳥取県,586,129,390,67,
1976,島根県,771,168,506,98,
1976,岡山県,1830,423,1208,199,
1976,広島県,2671,642,1786,243,
1976,山口県,1566,358,1045,163,
1976,徳島県,809,178,543,88,
1976,香川県,971,218,649,105,
1976,愛媛県,1476,341,978,156,
1976,高知県,814,172,541,101,
1976,福岡県,4359,1018,2970,370,
1976,佐賀県,842,199,550,93,
1976,長崎県,1577,400,1024,153,
1976,熊本県,1731,392,1151,188,
1976,大分県,1200,273,798,129,
1976,宮崎県,1100,263,730,107,
1976,鹿児島県,1734,396,1133,205,
1976,沖縄県,1059,322,662,75,
1977,北海道,5442,1302,3734,406,
1977,青森県,1494,369,1004,121,
1977,岩手県,1399,325,946,128,
1977,宮城県,2006,467,1378,161,
1977,秋田県,1243,263,861,119,
1977,山形県,1231,264,835,132,
1977,福島県,1995,459,1343,193,
1977,茨城県,2414,591,1615,208,
1977,栃木県,1732,419,1165,149,
1977,群馬県,1795,433,1197,166,
1977,埼玉県,5087,1420,3389,278,
1977,千葉県,4377,1160,2934,283,
1977,東京都,11649,2621,8224,804,
1977,神奈川県,6604,1706,4525,373,
1977,新潟県,2416,559,1610,247,
1977,富山県,1085,251,725,110,
1977,石川県,1091,264,722,105,
1977,福井県,784,184,517,84,
1977,山梨県,790,186,519,85,
1977,長野県,2047,470,1346,231,
1977,岐阜県,1910,470,1268,172,
1977,静岡県,3367,829,2258,280,
1977,愛知県,6054,1592,4059,404,
1977,三重県,1650,387,1094,169,
1977,滋賀県,1026,251,678,97,
1977,京都府,2476,585,1656,235,
1977,大阪府,8394,2170,5678,546,
1977,兵庫県,5073,1245,3400,428,
1977,奈良県,1128,277,753,99,
1977,和歌山県,1083,247,716,119,
1977,鳥取県,590,129,392,69,
1977,島根県,775,167,508,100,
1977,岡山県,1841,425,1211,205,
1977,広島県,2692,648,1792,253,
1977,山口県,1575,359,1048,169,
1977,徳島県,813,177,545,91,
1977,香川県,980,220,652,109,
1977,愛媛県,1486,339,986,161,
1977,高知県,818,171,544,103,
1977,福岡県,4422,1030,3003,388,
1977,佐賀県,847,197,554,96,
1977,長崎県,1584,397,1029,157,
1977,熊本県,1747,387,1165,195,
1977,大分県,1207,271,804,133,
1977,宮崎県,1114,262,742,111,
1977,鹿児島県,1745,388,1146,212,
1977,沖縄県,1072,318,678,77,
1978,北海道,5488,1293,3769,425,
1978,青森県,1505,364,1014,127,
1978,岩手県,1405,320,952,134,
1978,宮城県,2028,469,1392,167,
1978,秋田県,1247,259,865,124,
1978,山形県,1236,263,836,137,
1978,福島県,2006,454,1353,200,
1978,茨城県,2457,597,1645,215,
1978,栃木県,1748,420,1175,152,
1978,群馬県,1812,434,1206,171,
1978,埼玉県,5202,1442,3470,289,
1978,千葉県,4501,1185,3022,294,
1978,東京都,11628,2619,8169,840,
1978,神奈川県,6711,1729,4590,393,
1978,新潟県,2426,558,1613,256,
1978,富山県,1092,251,726,114,
1978,石川県,1100,266,725,110,
1978,福井県,788,183,518,87,
1978,山梨県,792,185,520,88,
1978,長野県,2060,471,1351,238,
1978,岐阜県,1928,470,1280,178,
1978,静岡県,3394,828,2277,289,
1978,愛知県,6119,1604,4094,420,
1978,三重県,1662,385,1102,175,
1978,滋賀県,1044,256,688,100,
1978,京都府,2496,591,1663,242,
1978,大阪府,8443,2170,5705,568,
1978,兵庫県,5108,1245,3418,445,
1978,奈良県,1158,284,772,103,
1978,和歌山県,1087,245,720,122,
1978,鳥取県,594,130,393,71,
1978,島根県,779,167,509,103,
1978,岡山県,1853,426,1215,212,
1978,広島県,2708,650,1796,262,
1978,山口県,1583,359,1050,174,
1978,徳島県,817,176,547,94,
1978,香川県,988,222,653,112,
1978,愛媛県,1493,336,992,165,
1978,高知県,823,169,548,106,
1978,福岡県,4476,1039,3032,405,
1978,佐賀県,852,195,558,100,
1978,長崎県,1590,393,1034,162,
1978,熊本県,1762,383,1177,202,
1978,大分県,1215,269,809,137,
1978,宮崎県,1127,260,752,115,
1978,鹿児島県,1757,380,1159,219,
1978,沖縄県,1083,312,691,79,
1979,北海道,5532,1283,3803,446,
1979,青森県,1514,358,1024,132,
1979,岩手県,1411,314,958,138,
1979,宮城県,2054,472,1408,173,
1979,秋田県,1251,255,867,128,
1979,山形県,1241,262,837,142,
1979,福島県,2015,450,1359,207,
1979,茨城県,2503,603,1676,224,
1979,栃木県,1768,422,1188,157,
1979,群馬県,1826,433,1215,177,
1979,埼玉県,5309,1454,3554,301,
1979,千葉県,4617,1202,3108,306,
1979,東京都,11596,2597,8123,876,
1979,神奈川県,6809,1740,4655,414,
1979,新潟県,2437,555,1616,266,
1979,富山県,1098,251,727,120,
1979,石川県,1110,266,730,114,
1979,福井県,792,182,520,90,
1979,山梨県,795,183,521,91,
1979,長野県,2071,470,1355,247,
1979,岐阜県,1945,469,1291,185,
1979,静岡県,3420,824,2295,301,
1979,愛知県,6176,1608,4131,437,
1979,三重県,1674,383,1110,181,
1979,滋賀県,1063,260,699,103,
1979,京都府,2515,593,1672,250,
1979,大阪府,8487,2157,5741,589,
1979,兵庫県,5139,1239,3438,462,
1979,奈良県,1190,289,793,108,
1979,和歌山県,1090,241,724,126,
1979,鳥取県,599,130,396,73,
1979,島根県,782,167,509,105,
1979,岡山県,1865,426,1220,219,
1979,広島県,2723,650,1800,272,
1979,山口県,1588,357,1051,180,
1979,徳島県,821,175,550,97,
1979,香川県,995,223,656,116,
1979,愛媛県,1499,332,997,171,
1979,高知県,828,168,551,109,
1979,福岡県,4527,1045,3059,422,
1979,佐賀県,859,194,561,104,
1979,長崎県,1592,390,1035,167,
1979,熊本県,1776,380,1186,210,
1979,大分県,1224,267,815,142,
1979,宮崎県,1141,259,761,120,
1979,鹿児島県,1770,373,1169,228,
1979,沖縄県,1096,309,704,83,
1980,北海道,5576,1299,3825,452,
1980,青森県,1524,366,1023,135,
1980,岩手県,1422,326,952,143,
1980,宮城県,2082,481,1421,181,
1980,秋田県,1257,263,861,132,
1980,山形県,1252,263,843,147,
1980,福島県,2035,467,1356,213,
1980,茨城県,2558,629,1693,237,
1980,栃木県,1792,433,1191,167,
1980,群馬県,1849,442,1223,184,
1980,埼玉県,5420,1459,3627,334,
1980,千葉県,4735,1226,3179,330,
1980,東京都,11618,2398,8324,897,
1980,神奈川県,6924,1704,4776,443,
1980,新潟県,2451,552,1626,273,
1980,富山県,1103,250,730,123,
1980,石川県,1119,266,736,118,
1980,福井県,794,182,521,92,
1980,山梨県,804,182,529,93,
1980,長野県,2084,469,1362,253,
1980,岐阜県,1960,471,1299,190,
1980,静岡県,3447,833,2301,313,
1980,愛知県,6222,1556,4203,462,
1980,三重県,1687,386,1114,187,
1980,滋賀県,1080,266,706,108,
1980,京都府,2527,576,1693,258,
1980,大阪府,8473,2070,5790,614,
1980,兵庫県,5145,1230,3440,475,
1980,奈良県,1209,292,805,113,
1980,和歌山県,1087,244,715,128,
1980,鳥取県,604,131,399,74,
1980,島根県,785,167,510,107,
1980,岡山県,1871,424,1223,223,
1980,広島県,2739,647,1813,279,
1980,山口県,1587,354,1048,184,
1980,徳島県,825,175,551,99,
1980,香川県,1000,222,658,119,
1980,愛媛県,1507,341,991,175,
1980,高知県,831,174,548,109,
1980,福岡県,4553,1051,3076,427,
1980,佐賀県,866,201,563,102,
1980,長崎県,1591,385,1035,170,
1980,熊本県,1790,395,1185,210,
1980,大分県,1229,276,808,144,
1980,宮崎県,1152,274,757,121,
1980,鹿児島県,1785,400,1158,227,
1980,沖縄県,1107,326,695,86,
1981,北海道,5607,1300,3836,471,
1981,青森県,1527,369,1019,139,
1981,岩手県,1426,326,951,149,
1981,宮城県,2103,487,1429,187,
1981,秋田県,1258,264,856,138,
1981,山形県,1255,265,839,151,
1981,福島県,2043,472,1351,220,
1981,茨城県,2594,638,1711,245,
1981,栃木県,1806,439,1194,173,
1981,群馬県,1863,447,1226,190,
1981,埼玉県,5518,1467,3700,351,
1981,千葉県,4832,1245,3242,345,
1981,東京都,11635,2343,8367,925,
1981,神奈川県,7017,1702,4849,466,
1981,新潟県,2458,554,1622,282,
1981,富山県,1106,251,728,128,
1981,石川県,1126,268,737,121,
1981,福井県,797,183,520,94,
1981,山梨県,808,182,529,96,
1981,長野県,2092,470,1361,261,
1981,岐阜県,1974,475,1303,196,
1981,静岡県,3469,839,2307,323,
1981,愛知県,6267,1553,4234,480,
1981,三重県,1701,391,1118,192,
1981,滋賀県,1096,272,712,112,
1981,京都府,2541,574,1702,265,
1981,大阪府,8511,2049,5827,635,
1981,兵庫県,5172,1230,3449,492,
1981,奈良県,1233,298,818,117,
1981,和歌山県,1089,245,712,131,
1981,鳥取県,607,132,398,77,
1981,島根県,786,169,507,110,
1981,岡山県,1879,427,1224,229,
1981,広島県,2761,653,1819,288,
1981,山口県,1591,357,1045,190,
1981,徳島県,827,176,549,101,
1981,香川県,1005,225,658,123,
1981,愛媛県,1511,345,987,179,
1981,高知県,832,176,545,111,
1981,福岡県,4595,1060,3094,441,
1981,佐賀県,869,203,561,105,
1981,長崎県,1594,388,1032,174,
1981,熊本県,1801,398,1188,216,
1981,大分県,1233,280,805,148,
1981,宮崎県,1159,279,755,124,
1981,鹿児島県,1793,405,1156,232,
1981,沖縄県,1118,330,700,89,
1982,北海道,5633,1281,3864,488,
1982,青森県,1529,365,1020,144,
1982,岩手県,1428,322,952,154,
1982,宮城県,2125,487,1444,194,
1982,秋田県,1257,261,854,142,
1982,山形県,1255,262,838,155,
1982,福島県,2051,471,1353,226,
1982,茨城県,2632,636,1742,253,
1982,栃木県,1819,438,1202,179,
1982,群馬県,1877,444,1237,196,
1982,埼玉県,5611,1450,3793,368,
1982,千葉県,4919,1241,3318,360,
1982,東京都,11669,2260,8455,953,
1982,神奈川県,7116,1676,4952,488,
1982,新潟県,2464,546,1628,290,
1982,富山県,1109,247,731,132,
1982,石川県,1132,265,742,125,
1982,福井県,801,181,523,97,
1982,山梨県,811,180,532,99,
1982,長野県,2100,465,1368,268,
1982,岐阜県,1989,470,1317,202,
1982,静岡県,3494,832,2329,333,
1982,愛知県,6311,1526,4290,496,
1982,三重県,1714,389,1128,197,
1982,滋賀県,1111,274,723,115,
1982,京都府,2556,564,1721,271,
1982,大阪府,8546,1996,5896,654,
1982,兵庫県,5200,1214,3480,506,
1982,奈良県,1254,298,835,122,
1982,和歌山県,1091,242,715,134,
1982,鳥取県,610,132,399,79,
1982,島根県,788,167,508,112,
1982,岡山県,1887,423,1230,234,
1982,広島県,2777,648,1832,297,
1982,山口県,1597,353,1050,195,
1982,徳島県,828,174,551,103,
1982,香川県,1009,223,661,125,
1982,愛媛県,1515,343,989,183,
1982,高知県,834,175,545,113,
1982,福岡県,4634,1054,3125,454,
1982,佐賀県,872,201,563,107,
1982,長崎県,1595,384,1032,179,
1982,熊本県,1810,395,1194,221,
1982,大分県,1238,278,809,151,
1982,宮崎県,1166,281,757,128,
1982,鹿児島県,1800,406,1155,238,
1982,沖縄県,1132,332,707,92,
1983,北海道,5660,1266,3887,506,
1983,青森県,1531,362,1022,147,
1983,岩手県,1430,318,954,159,
1983,宮城県,2144,487,1457,200,
1983,秋田県,1255,258,850,146,
1983,山形県,1256,261,836,159,
1983,福島県,2059,472,1355,232,
1983,茨城県,2664,635,1769,260,
1983,栃木県,1831,437,1210,184,
1983,群馬県,1889,441,1247,202,
1983,埼玉県,5695,1429,3882,383,
1983,千葉県,4999,1233,3392,374,
1983,東京都,11728,2185,8562,980,
1983,神奈川県,7210,1648,5053,509,
1983,新潟県,2467,539,1631,297,
1983,富山県,1112,244,734,134,
1983,石川県,1138,263,747,128,
1983,福井県,806,180,527,98,
1983,山梨県,816,178,536,101,
1983,長野県,2109,460,1374,275,
1983,岐阜県,2001,465,1329,207,
1983,静岡県,3515,824,2347,344,
1983,愛知県,6356,1495,4350,511,
1983,三重県,1725,387,1137,201,
1983,滋賀県,1126,274,734,118,
1983,京都府,2573,554,1743,276,
1983,大阪府,8594,1944,5979,672,
1983,兵庫県,5230,1196,3515,518,
1983,奈良県,1274,297,851,125,
1983,和歌山県,1091,239,715,137,
1983,鳥取県,612,132,399,81,
1983,島根県,787,166,507,114,
1983,岡山県,1895,420,1238,238,
1983,広島県,2792,642,1846,305,
1983,山口県,1600,348,1052,200,
1983,徳島県,830,173,552,105,
1983,香川県,1014,221,665,128,
1983,愛媛県,1518,341,990,188,
1983,高知県,835,174,545,116,
1983,福岡県,4670,1048,3155,467,
1983,佐賀県,874,200,565,109,
1983,長崎県,1596,381,1032,183,
1983,熊本県,1818,394,1197,227,
1983,大分県,1241,275,811,155,
1983,宮崎県,1170,282,757,131,
1983,鹿児島県,1804,408,1152,244,
1983,沖縄県,1146,333,717,96,
1984,北海道,5677,1247,3907,523,
1984,青森県,1530,358,1022,150,
1984,岩手県,1431,313,955,162,
1984,宮城県,2160,486,1468,206,
1984,秋田県,1253,255,847,151,
1984,山形県,1257,259,835,163,
1984,福島県,2068,472,1358,238,
1984,茨城県,2690,630,1793,266,
1984,栃木県,1844,435,1220,189,
1984,群馬県,1903,437,1259,207,
1984,埼玉県,5776,1401,3976,398,
1984,千葉県,5071,1218,3465,387,
1984,東京都,11797,2111,8679,1006,
1984,神奈川県,7305,1615,5161,529,
1984,新潟県,2472,532,1635,305,
1984,富山県,1115,240,738,138,
1984,石川県,1142,259,752,131,
1984,福井県,809,179,530,101,
1984,山梨県,820,176,540,104,
1984,長野県,2121,455,1386,281,
1984,岐阜県,2014,458,1344,211,
1984,静岡県,3537,815,2369,354,
1984,愛知県,6405,1464,4416,524,
1984,三重県,1732,383,1145,204,
1984,滋賀県,1139,274,746,120,
1984,京都府,2584,542,1762,280,
1984,大阪府,8640,1888,6066,686,
1984,兵庫県,5256,1176,3552,528,
1984,奈良県,1292,295,868,128,
1984,和歌山県,1090,235,716,140,
1984,鳥取県,613,132,400,82,
1984,島根県,789,165,507,117,
1984,岡山県,1902,415,1246,241,
1984,広島県,2806,633,1861,312,
1984,山口県,1601,342,1054,204,
1984,徳島県,831,171,553,107,
1984,香川県,1018,219,669,130,
1984,愛媛県,1522,338,993,191,
1984,高知県,835,172,546,117,
1984,福岡県,4702,1039,3185,478,
1984,佐賀県,876,199,566,110,
1984,長崎県,1596,377,1032,187,
1984,熊本県,1828,393,1204,231,
1984,大分県,1244,272,815,157,
1984,宮崎県,1174,282,757,134,
1984,鹿児島県,1810,410,1151,249,
1984,沖縄県,1161,334,729,98,
1985,北海道,5679,1218,3912,550,
1985,青森県,1524,339,1027,159,
1985,岩手県,1434,308,955,170,
1985,宮城県,2176,481,1480,216,
1985,秋田県,1254,250,846,158,
1985,山形県,1262,256,836,170,
1985,福島県,2080,461,1372,248,
1985,茨城県,2725,628,1819,279,
1985,栃木県,1866,426,1244,196,
1985,群馬県,1921,425,1282,215,
1985,埼玉県,5864,1381,4063,420,
1985,千葉県,5148,1192,3549,407,
1985,東京都,11829,2127,8646,1057,
1985,神奈川県,7432,1596,5280,556,
1985,新潟県,2478,524,1638,317,
1985,富山県,1118,234,741,144,
1985,石川県,1152,254,761,137,
1985,福井県,818,176,537,105,
1985,山梨県,833,173,552,108,
1985,長野県,2137,447,1399,292,
1985,岐阜県,2029,449,1359,220,
1985,静岡県,3575,796,2412,367,
1985,愛知県,6455,1447,4460,547,
1985,三重県,1747,372,1165,211,
1985,滋賀県,1156,270,761,125,
1985,京都府,2587,539,1758,290,
1985,大阪府,8668,1852,6099,717,
1985,兵庫県,5278,1150,3583,546,
1985,奈良県,1305,289,884,132,
1985,和歌山県,1087,225,718,144,
1985,鳥取県,616,131,401,85,
1985,島根県,795,163,510,122,
1985,岡山県,1917,409,1258,250,
1985,広島県,2819,615,1880,324,
1985,山口県,1602,334,1055,212,
1985,徳島県,835,170,554,111,
1985,香川県,1023,215,672,136,
1985,愛媛県,1530,326,1006,198,
1985,高知県,840,169,549,122,
1985,福岡県,4719,1029,3191,499,
1985,佐賀県,880,196,570,114,
1985,長崎県,1594,362,1038,194,
1985,熊本県,1838,389,1207,242,
1985,大分県,1250,267,820,164,
1985,宮崎県,1176,270,765,141,
1985,鹿児島県,1819,393,1168,258,
1985,沖縄県,1179,323,754,102,
1986,北海道,5678,1187,3921,570,
1986,青森県,1520,330,1026,164,
1986,岩手県,1431,302,953,176,
1986,宮城県,2190,476,1490,224,
