Year,Prefecture,Total,Young,Adult,Aging,
2010,北海道,5506,657,3489,1360,
2010,青森県,1373,172,847,354,
2010,岩手県,1330,169,799,362,
2010,宮城県,2348,308,1515,524,
2010,秋田県,1086,124,641,321,
2010,山形県,1169,150,696,323,
2010,福島県,2029,276,1245,508,
2010,茨城県,2970,400,1902,668,
2010,栃木県,2008,270,1294,443,
2010,群馬県,2008,275,1259,474,
2010,埼玉県,7195,955,4769,1470,
2010,千葉県,6216,806,4071,1339,
2010,東京都,13159,1486,8994,2679,
2010,神奈川県,9048,1190,6028,1830,
2010,新潟県,2374,302,1449,624,
2010,富山県,1093,142,665,286,
2010,石川県,1170,159,733,278,
2010,福井県,806,112,491,203,
2010,山梨県,863,115,535,213,
2010,長野県,2152,296,1286,571,
2010,岐阜県,2081,290,1289,502,
2010,静岡県,3765,512,2356,897,
2010,愛知県,7411,1066,4839,1506,
2010,三重県,1855,253,1151,450,
2010,滋賀県,1411,211,908,292,
2010,京都府,2636,335,1684,617,
2010,大阪府,8865,1172,5708,1985,
2010,兵庫県,5588,761,3537,1290,
2010,奈良県,1401,184,880,336,
2010,和歌山県,1002,128,600,274,
2010,鳥取県,589,78,355,155,
2010,島根県,717,92,417,209,
2010,岡山県,1945,265,1191,489,
2010,広島県,2861,387,1788,686,
2010,山口県,1451,184,861,406,
2010,徳島県,785,97,476,212,
2010,香川県,996,132,606,258,
2010,愛媛県,1431,185,865,382,
2010,高知県,764,93,451,220,
2010,福岡県,5072,686,3254,1132,
2010,佐賀県,850,123,517,209,
2010,長崎県,1427,194,862,371,
2010,熊本県,1817,250,1101,467,
2010,大分県,1197,156,722,319,
2010,宮崎県,1135,159,684,293,
2010,鹿児島県,1706,233,1021,452,
2010,沖縄県,1393,247,904,243,
2011,北海道,5486,650,3455,1382,
2011,青森県,1363,168,840,355,
2011,岩手県,1314,165,791,358,
2011,宮城県,2327,303,1503,520,
2011,秋田県,1075,121,634,319,
2011,山形県,1161,147,693,321,
2011,福島県,1990,263,1225,502,
2011,茨城県,2958,394,1888,676,
2011,栃木県,2000,267,1286,447,
2011,群馬県,2001,272,1250,479,
2011,埼玉県,7207,949,4752,1506,
2011,千葉県,6214,801,4043,1370,
2011,東京都,13196,1491,8992,2713,
2011,神奈川県,9058,1184,6009,1865,
2011,新潟県,2362,297,1441,624,
2011,富山県,1088,140,661,287,
2011,石川県,1166,158,730,279,
2011,福井県,803,111,490,202,
2011,山梨県,857,113,532,213,
2011,長野県,2142,292,1279,571,
2011,岐阜県,2071,287,1280,504,
2011,静岡県,3749,507,2339,903,
2011,愛知県,7416,1063,4824,1530,
2011,三重県,1847,251,1145,451,
2011,滋賀県,1414,211,908,295,
2011,京都府,2632,333,1674,624,
2011,大阪府,8861,1163,5685,2012,
2011,兵庫県,5582,757,3521,1304,
2011,奈良県,1396,182,874,340,
2011,和歌山県,995,126,595,274,
2011,鳥取県,585,77,353,155,
2011,島根県,712,91,414,207,
2011,岡山県,1941,263,1185,493,
2011,広島県,2855,386,1776,693,
2011,山口県,1442,182,853,407,
2011,徳島県,780,95,473,212,
2011,香川県,992,131,602,258,
2011,愛媛県,1423,184,857,382,
2011,高知県,758,91,447,220,
2011,福岡県,5079,687,3248,1144,
2011,佐賀県,847,123,515,209,
2011,長崎県,1417,191,855,371,
2011,熊本県,1813,249,1097,467,
2011,大分県,1191,155,718,319,
2011,宮崎県,1131,157,681,293,
2011,鹿児島県,1699,232,1016,450,
2011,沖縄県,1401,247,912,242,
2012,北海道,5460,640,3398,1422,
2012,青森県,1350,164,822,364,
2012,岩手県,1303,162,777,364,
2012,宮城県,2325,301,1491,534,
2012,秋田県,1063,118,619,326,
2012,山形県,1152,145,681,326,
2012,福島県,1962,252,1198,511,
2012,茨城県,2943,388,1855,701,
2012,栃木県,1992,263,1266,463,
2012,群馬県,1992,267,1229,496,
2012,埼玉県,7212,940,4687,1585,
2012,千葉県,6195,791,3966,1437,
2012,東京都,13230,1494,8924,2812,
2012,神奈川県,9067,1178,5942,1948,
2012,新潟県,2347,292,1415,639,
2012,富山県,1082,138,646,299,
2012,石川県,1163,156,716,291,
2012,福井県,799,109,482,208,
2012,山梨県,852,110,524,218,
2012,長野県,2132,288,1260,585,
2012,岐阜県,2061,283,1258,520,
2012,静岡県,3735,501,2302,932,
2012,愛知県,7427,1056,4780,1591,
2012,三重県,1840,248,1128,465,
2012,滋賀県,1415,210,899,306,
2012,京都府,2625,330,1646,649,
2012,大阪府,8856,1152,5605,2099,
2012,兵庫県,5571,750,3466,1355,
2012,奈良県,1390,179,856,355,
2012,和歌山県,988,124,583,281,
2012,鳥取県,582,77,347,158,
2012,島根県,707,90,405,212,
2012,岡山県,1936,261,1167,507,
2012,広島県,2848,383,1746,719,
2012,山口県,1431,180,833,418,
2012,徳島県,776,94,464,217,
2012,香川県,989,131,591,268,
2012,愛媛県,1415,181,841,393,
2012,高知県,752,89,436,226,
2012,福岡県,5085,687,3212,1186,
2012,佐賀県,843,121,509,214,
2012,長崎県,1408,188,839,380,
2012,熊本県,1807,247,1081,478,
2012,大分県,1185,153,705,327,
2012,宮崎県,1126,156,670,301,
2012,鹿児島県,1690,230,1002,457,
2012,沖縄県,1409,248,911,250,
2013,北海道,5431,630,3332,1469,
2013,青森県,1335,159,804,373,
2013,岩手県,1295,159,764,372,
2013,宮城県,2328,299,1476,553,
2013,秋田県,1050,115,604,331,
2013,山形県,1141,142,668,332,
2013,福島県,1946,246,1176,524,
2013,茨城県,2931,382,1821,728,
2013,栃木県,1986,260,1246,480,
2013,群馬県,1984,262,1209,512,
2013,埼玉県,7222,934,4627,1661,
2013,千葉県,6192,785,3903,1505,
2013,東京都,13300,1503,8883,2914,
2013,神奈川県,9079,1170,5876,2033,
2013,新潟県,2330,287,1388,655,
2013,富山県,1076,135,632,309,
2013,石川県,1159,154,703,302,
2013,福井県,795,108,473,214,
2013,山梨県,847,108,515,225,
2013,長野県,2122,283,1239,600,
2013,岐阜県,2051,279,1233,539,
2013,静岡県,3723,496,2261,966,
2013,愛知県,7443,1049,4732,1662,
2013,三重県,1833,245,1108,480,
2013,滋賀県,1416,209,888,319,
2013,京都府,2617,326,1616,676,
2013,大阪府,8849,1138,5527,2184,
2013,兵庫県,5558,741,3409,1408,
2013,奈良県,1383,176,838,369,
2013,和歌山県,979,121,570,288,
2013,鳥取県,578,76,339,163,
2013,島根県,702,89,396,217,
2013,岡山県,1930,258,1148,524,
2013,広島県,2840,380,1716,743,
2013,山口県,1420,177,814,429,
2013,徳島県,770,93,453,224,
2013,香川県,985,129,579,277,
2013,愛媛県,1405,178,823,404,
2013,高知県,745,88,425,232,
2013,福岡県,5090,687,3173,1230,
2013,佐賀県,840,120,501,219,
2013,長崎県,1397,185,822,390,
2013,熊本県,1801,246,1065,491,
2013,大分県,1178,152,690,337,
2013,宮崎県,1120,155,656,310,
2013,鹿児島県,1680,229,984,467,
2013,沖縄県,1415,249,906,260,
2014,北海道,5400,621,3261,1519,
2014,青森県,1321,155,784,383,
2014,岩手県,1284,156,749,380,
2014,宮城県,2328,297,1458,573,
2014,秋田県,1037,112,587,339,
2014,山形県,1131,139,653,338,
2014,福島県,1935,241,1157,537,
2014,茨城県,2919,376,1789,754,
2014,栃木県,1980,257,1225,498,
2014,群馬県,1976,258,1189,529,
2014,埼玉県,7239,929,4573,1737,
2014,千葉県,6197,778,3848,1571,
2014,東京都,13390,1517,8862,3011,
2014,神奈川県,9096,1161,5820,2115,
2014,新潟県,2313,282,1359,672,
2014,富山県,1070,133,619,318,
2014,石川県,1156,152,691,313,
2014,福井県,790,106,463,220,
2014,山梨県,841,106,504,231,
2014,長野県,2109,278,1216,615,
2014,岐阜県,2041,274,1210,557,
2014,静岡県,3705,488,2219,998,
2014,愛知県,7455,1041,4686,1728,
2014,三重県,1825,241,1089,495,
2014,滋賀県,1416,207,877,332,
2014,京都府,2610,322,1586,701,
2014,大阪府,8836,1122,5446,2267,
2014,兵庫県,5541,732,3349,1460,
2014,奈良県,1376,173,819,383,
2014,和歌山県,971,119,556,296,
2014,鳥取県,574,75,332,167,
2014,島根県,697,88,387,221,
2014,岡山県,1924,256,1129,540,
2014,広島県,2833,378,1687,769,
2014,山口県,1408,174,793,441,
2014,徳島県,764,91,442,230,
2014,香川県,981,128,567,286,
2014,愛媛県,1395,176,804,415,
2014,高知県,738,86,414,237,
2014,福岡県,5091,687,3126,1279,
2014,佐賀県,835,118,491,225,
2014,長崎県,1386,183,803,401,
2014,熊本県,1794,244,1046,504,
2014,大分県,1171,150,674,347,
2014,宮崎県,1114,153,642,319,
2014,鹿児島県,1668,227,963,478,
2014,沖縄県,1421,249,903,270,
2015,北海道,5382,609,3207,1565,
2015,青森県,1308,149,765,394,
2015,岩手県,1280,151,740,389,
2015,宮城県,2334,289,1445,600,
2015,秋田県,1023,106,571,346,
2015,山形県,1124,136,642,346,
2015,福島県,1914,230,1135,549,
2015,茨城県,2917,366,1771,780,
2015,栃木県,1974,253,1210,511,
2015,群馬県,1973,251,1176,545,
2015,埼玉県,7267,914,4549,1804,
2015,千葉県,6223,768,3844,1611,
2015,東京都,13515,1523,8926,3066,
2015,神奈川県,9126,1145,5803,2178,
2015,新潟県,2304,276,1340,688,
2015,富山県,1066,129,611,326,
2015,石川県,1154,149,684,321,
2015,福井県,787,104,458,225,
2015,山梨県,835,103,495,237,
2015,長野県,2099,270,1197,631,
2015,岐阜県,2032,268,1193,571,
2015,静岡県,3700,479,2192,1029,
2015,愛知県,7483,1025,4676,1782,
2015,三重県,1816,234,1074,507,
2015,滋賀県,1413,204,867,341,
2015,京都府,2610,316,1576,719,
2015,大阪府,8839,1098,5423,2319,
2015,兵庫県,5535,710,3322,1502,
2015,奈良県,1364,170,803,392,
2015,和歌山県,964,117,549,298,
2015,鳥取県,573,74,329,170,
2015,島根県,694,87,382,225,
2015,岡山県,1922,250,1121,551,
2015,広島県,2844,376,1684,783,
2015,山口県,1405,170,784,451,
2015,徳島県,756,87,434,234,
2015,香川県,976,124,560,292,
2015,愛媛県,1385,170,791,424,
2015,高知県,728,84,405,240,
2015,福岡県,5102,678,3102,1321,
2015,佐賀県,833,116,486,231,
2015,長崎県,1377,178,791,408,
2015,熊本県,1786,241,1031,514,
2015,大分県,1166,147,664,355,
2015,宮崎県,1104,150,628,326,
2015,鹿児島県,1648,222,941,485,
2015,沖縄県,1434,248,903,282,
